,key,label,description,parent_category,meta_label,ld
27,cc,Counter corruption commission,Establishes an independent commission to investigate corruption,Regulation and Oversight/Independent Agencies and Commissions,CCP-FACET,Counter corruption commission - Establishes an independent commission to investigate corruption
28,census,Census,Provides for the enumeration of residents periodically,Elections/Electoral Rules and Regulations,CCP-FACET,Census - Provides for the enumeration of residents periodically
29,childpro,Children,"Affords children special benefits or protections, including children's access to education or healthcare and freedom from abuse",Rights and Duties/Civil and Political Rights,CCP-FACET,"Children - Affords children special benefits or protections, including children's access to education or healthcare and freedom from abuse"
30,childwrk,Child employment,Prohibits or limits child labor to protect children from exploitation in the workplace; establishes a ban on child workers or protections for child workers,Rights and Duties/Social Rights,CCP-FACET,Child employment - Prohibits or limits child labor to protect children from exploitation in the workplace; establishes a ban on child workers or protections for child workers
31,citdep,Citizen deportation,Allows or prohibits deportation of citizens or residents,Culture and Identity/Citizenship,CCP-FACET,Citizen deportation - Allows or prohibits deportation of citizens or residents
32,citizen,Birthright citizenship,"Grants automatic citizenship at birth; may relate to the citizenship or residency of one or both parents, or to the location of an individual's birth",Culture and Identity/Citizenship,CCP-FACET,"Birthright citizenship - Grants automatic citizenship at birth; may relate to the citizenship or residency of one or both parents, or to the location of an individual's birth"
33,citren,Citizenship renunciation,Allows individuals to renounce their citizenship,Culture and Identity/Citizenship; Rights and Duties/Civil and Political Rights,CCP-FACET,Citizenship renunciation - Allows individuals to renounce their citizenship
34,citrev,Citizenship revocation,"Allows or prohibits revocation of citizenship, whereby a person is stripped of his or her citizenship",Culture and Identity/Citizenship,CCP-FACET,"Citizenship revocation - Allows or prohibits revocation of citizenship, whereby a person is stripped of his or her citizenship"
35,civil,Civil service recruitment,"Requires that civil servants are recruited and promoted on the basis of merit through standardized exams or credentials; protects against patronage, nepotism, and corruption in the civil service",Principles and Symbols/Basic Principles,CCP-FACET,"Civil service recruitment - Requires that civil servants are recruited and promoted on the basis of merit through standardized exams or credentials; protects against patronage, nepotism, and corruption in the civil service"
36,civilmil,Defense minister,"Establishes the qualifications that an individual must meet in order to serve as the defense minister, particularly being a civilian or a member of the military; specification that there be civilian control of the military",Executive/Military,CCP-FACET,"Defense minister - Establishes the qualifications that an individual must meet in order to serve as the defense minister, particularly being a civilian or a member of the military; specification that there be civilian control of the military"
37,civmar,Civil marriage,Recognizes marriage performed by administrative official,Rights and Duties/Civil and Political Rights,CCP-FACET,Civil marriage - Recognizes marriage performed by administrative official
38,colony,Colonies,"Defines the status of occupied territories including colonies, protectorates, or territories",Principles and Symbols/Basic Principles,CCP-FACET,"Colonies - Defines the status of occupied territories including colonies, protectorates, or territories"
39,color,Skin color,Relates to a person's physical characteristic of skin color,Culture and Identity,CCP-FACET,Skin color - Relates to a person's physical characteristic of skin color
40,comchief,Commander in chief,Establishes the person who has ultimate control of the armed forces,Executive/Executive Independence and Power; Executive/Military,CCP-FACET,Commander in chief - Establishes the person who has ultimate control of the armed forces
41,commit,Legislative committees,"Defines existence, formation, or procedures of legislative committees",Legislature/Structure of the Legislature,CCP-FACET,"Legislative committees - Defines existence, formation, or procedures of legislative committees"
42,compvote,Compulsory voting,Makes voting mandatory for at least some electors in some elections,Elections/Suffrage and Turnout,CCP-FACET,Compulsory voting - Makes voting mandatory for at least some electors in some elections
43,conright,Consumers,Protects consumers from harmful products and/or predatory or unethical business practices,Rights and Duties/Social Rights,CCP-FACET,Consumers - Protects consumers from harmful products and/or predatory or unethical business practices
44,corppun,Corporal punishment,Forbids inflicting physical harm as a punishment,Rights and Duties/Physical Integrity Rights,CCP-FACET,Corporal punishment - Forbids inflicting physical harm as a punishment
45,couns,Counsel,Allows arrested individuals to have a lawyer or legal counsel,Rights and Duties/Legal Procedural Rights,CCP-FACET,Counsel - Allows arrested individuals to have a lawyer or legal counsel
46,creed,Creed or belief,"Relates to a person's creed, ideology, doctrine, belief, viewpoint, opinion, or personal conviction","Culture and Identity/Religion; Rights and Duties/Equality, Gender, and Minority Rights",CCP-FACET,"Creed or belief - Relates to a person's creed, ideology, doctrine, belief, viewpoint, opinion, or personal conviction"
47,cruelty,Cruel treatment,Forbids inhumane treatment or treating individuals in any way that offends human dignity,Rights and Duties/Physical Integrity Rights,CCP-FACET,Cruel treatment - Forbids inhumane treatment or treating individuals in any way that offends human dignity
48,cultrght,Culture,Allows individuals to practice their culture; establishes cultural rights,"Rights and Duties/Equality, Gender, and Minority Rights",CCP-FACET,Culture - Allows individuals to practice their culture; establishes cultural rights
49,custlaw,Customary international law,"Reference to customary international law, the law of nations, or the generally accepted principles of international law",International Law/Explicit References to Int. Law,CCP-FACET,"Customary international law - Reference to customary international law, the law of nations, or the generally accepted principles of international law"
50,debtors,Debtors,Protects individuals who are unable to repay loans or other financial obligations; forbids the detention of debtors; establishes a bankruptcy law,Rights and Duties/Civil and Political Rights,CCP-FACET,Debtors - Protects individuals who are unable to repay loans or other financial obligations; forbids the detention of debtors; establishes a bankruptcy law
51,decree,Decree power,Allows an executive body to enact rules without following the usual channels for the passage of legislation,Executive/Executive Independence and Power,CCP-FACET,Decree power - Allows an executive body to enact rules without following the usual channels for the passage of legislation
52,democ,Democracy,Governance controlled by the people; rule by the people; a state governed by democracy,Principles and Symbols/Basic Principles,CCP-FACET,Democracy - Governance controlled by the people; rule by the people; a state governed by democracy
53,depexec,Deputy executive,"Establishes a deputy head of state, deputy vice president, deputy head of government, or deputy prime minister to serve as a deputy executive",Executive/Structure of the Executive,CCP-FACET,"Deputy executive - Establishes a deputy head of state, deputy vice president, deputy head of government, or deputy prime minister to serve as a deputy executive"
54,devlpers,Personality development,Allows individuals to develop and express their own unique personality,Rights and Duties/Civil and Political Rights,CCP-FACET,Personality development - Allows individuals to develop and express their own unique personality
55,dignity,Human dignity,Reference to human dignity or 'dignity of man' as a fundamental value,Rights and Duties/Civil and Political Rights,CCP-FACET,Human dignity - Reference to human dignity or 'dignity of man' as a fundamental value
56,disab,Disabilities,"Relates to a person's disability or a physical or mental condition that limits the person's movements, senses, or activities",Culture and Identity,CCP-FACET,"Disabilities - Relates to a person's disability or a physical or mental condition that limits the person's movements, senses, or activities"
57,district,Electoral districts,Characteristics of electoral districts or rules for establishing electoral districts,Elections/Electoral Rules and Regulations,CCP-FACET,Electoral districts - Characteristics of electoral districts or rules for establishing electoral districts
58,divhouse,Legislative division of labor,"Specifies the manner in which the work of the legislative process is divided between the two chambers of the legislature, including reserved legislative policy areas, legislative powers, or concurrent or sequential consideration of legislation",Legislature/Legislation,CCP-FACET,"Legislative division of labor - Specifies the manner in which the work of the legislative process is divided between the two chambers of the legislature, including reserved legislative policy areas, legislative powers, or concurrent or sequential consideration of legislation"
59,doubjep,Double jeopardy,Prohibits charging an individual with an offense for which they have already been acquitted,Rights and Duties/Legal Procedural Rights,CCP-FACET,Double jeopardy - Prohibits charging an individual with an offense for which they have already been acquitted
60,dueproc,Due process,Requires defendants in criminal trials to have their cases heard according to the process established by law,Rights and Duties/Legal Procedural Rights,CCP-FACET,Due process - Requires defendants in criminal trials to have their cases heard according to the process established by law
61,ec,Electoral court,"Creates the electoral court to hear challenges of election results and to certify various aspects of elections, including voter rolls and final election results",Elections/Electoral Oversight,CCP-FACET,"Electoral court - Creates the electoral court to hear challenges of election results and to certify various aspects of elections, including voter rolls and final election results"
62,ecom,Electoral commission,Establishes an independent commission to facilitate and regulate elections,Elections/Electoral Oversight; Regulation and Oversight/Elections; Regulation and Oversight/Independent Agencies and Commissions,CCP-FACET,Electoral commission - Establishes an independent commission to facilitate and regulate elections
63,econplan,Economic plans,Process for national economic plans,Legislature/Special Legislation,CCP-FACET,Economic plans - Process for national economic plans
64,edcomp,Compulsory education,Requires children to attend school,Rights and Duties/Social Rights,CCP-FACET,Compulsory education - Requires children to attend school
65,edfree,Free education,Requires the provision of education free of charge,Rights and Duties/Social Rights,CCP-FACET,Free education - Requires the provision of education free of charge
66,electsch,Election schedule,"Schedule for holding elections, described in terms of a particular day, an interval between elections, or in relation to the dismissal of the legislature or executive",Elections/Electoral Rules and Regulations,CCP-FACET,"Election schedule - Schedule for holding elections, described in terms of a particular day, an interval between elections, or in relation to the dismissal of the legislature or executive"
67,em,Emergencies,"Allows establishment of a state of emergency, state of siege, or martial law",Executive/Military,CCP-FACET,"Emergencies - Allows establishment of a state of emergency, state of siege, or martial law"
68,env,Environment,Requires protection or preservation of the environment,Rights and Duties/Social Rights,CCP-FACET,Environment - Requires protection or preservation of the environment
69,equal,Equality before the law,Guarantees that all individuals are entitled to the same privileges and immunities; prohibits favoritism or discrimination to any group; requires all individuals to be equal before the law,"Rights and Duties/Equality, Gender, and Minority Rights",CCP-FACET,Equality before the law - Guarantees that all individuals are entitled to the same privileges and immunities; prohibits favoritism or discrimination to any group; requires all individuals to be equal before the law
70,ethincl,Ethnic community integration,"Allows integration and partlcipation of minority ethnic communities; protects minority ethnic communities against forced assimilation; supports multinationalism, plurinationalism, or recognition of indigenous peoples",Culture and Identity/Race and Ethnicity,CCP-FACET,"Ethnic community integration - Allows integration and partlcipation of minority ethnic communities; protects minority ethnic communities against forced assimilation; supports multinationalism, plurinationalism, or recognition of indigenous peoples"
71,evidence,Evidence collection,"Regulates collection of evidence, searches and seizures, or involuntary confessions",Rights and Duties/Legal Procedural Rights,CCP-FACET,"Evidence collection - Regulates collection of evidence, searches and seizures, or involuntary confessions"
72,examwit,Evidence examination,Allows accused offenders and their legal counsel to cross-examine evidence or witnesses brought against them,Rights and Duties/Legal Procedural Rights,CCP-FACET,Evidence examination - Allows accused offenders and their legal counsel to cross-examine evidence or witnesses brought against them
73,excrim,Extradition,Requires or prohibits the extradition of suspected or convicted criminals to other countries,Rights and Duties/Legal Procedural Rights,CCP-FACET,Extradition - Requires or prohibits the extradition of suspected or convicted criminals to other countries
74,execindp,Executive independence,Guarantees the independence of the executive; relates to the separation of powers,Executive/Executive Independence and Power,CCP-FACET,Executive independence - Guarantees the independence of the executive; relates to the separation of powers
75,execnum,Executive structure,Establishes the structure of the executive as a unitary executive or dual executive,Executive/Structure of the Executive,CCP-FACET,Executive structure - Establishes the structure of the executive as a unitary executive or dual executive
76,expost,Ex post facto laws,"Prohibits arrest, detention, prosecution, or punishment for acts that were not criminal at the time they were committed; prohibits imposition of penalties that were enacted after an act was committed",Rights and Duties/Legal Procedural Rights,CCP-FACET,"Ex post facto laws - Prohibits arrest, detention, prosecution, or punishment for acts that were not criminal at the time they were committed; prohibits imposition of penalties that were enacted after an act was committed"
77,express,Freedom of expression,Allows individuals to express their thoughts and feelings without prior censorship or other forms of governmental interference; freedom of speech,Rights and Duties/Civil and Political Rights,CCP-FACET,Freedom of expression - Allows individuals to express their thoughts and feelings without prior censorship or other forms of governmental interference; freedom of speech
78,exprop,Expropriation,Protects individuals from confiscation of their property without proper compensation,Rights and Duties/Economic Rights,CCP-FACET,Expropriation - Protects individuals from confiscation of their property without proper compensation
79,exsess,Extraordinary legislative session,Establishes who has the authority to call an extraordinary session of the legislature,Legislature/Legislative Rules and Restrictions,CCP-FACET,Extraordinary legislative session - Establishes who has the authority to call an extraordinary session of the legislature
80,fairtri,Fair trial,"Provides for a fair, impartial trial; protects individuals from unfair trial procedures",Rights and Duties/Legal Procedural Rights,CCP-FACET,"Fair trial - Provides for a fair, impartial trial; protects individuals from unfair trial procedures"
81,falseimp,False imprisonment,"Provides redress for individuals who have been confined or arrested without just cause, or have otherwise suffered from judicial error",Rights and Duties/Legal Procedural Rights,CCP-FACET,"False imprisonment - Provides redress for individuals who have been confined or arrested without just cause, or have otherwise suffered from judicial error"
82,fedrev,Federal review of subnational legislation,Allows federal review of the legislation passed by subnational units in a federation,Federalism/Lawmaking Power,CCP-FACET,Federal review of subnational legislation - Allows federal review of the legislation passed by subnational units in a federation
83,fedsep,National vs subnational laws,Establishes which level of government has supremacy in cases where federal and subnational laws conflict,Federalism/Lawmaking Power,CCP-FACET,National vs subnational laws - Establishes which level of government has supremacy in cases where federal and subnational laws conflict
84,figures,Political theorists and figures,"Reference to teachings of historical figures, theorists, or philosophers",Principles and Symbols/Basic Principles,CCP-FACET,"Political theorists and figures - Reference to teachings of historical figures, theorists, or philosophers"
85,finance,Finance law,Special legislative process for finance legislation on borrowing money,Legislature/Special Legislation,CCP-FACET,Finance law - Special legislative process for finance legislation on borrowing money
86,finstat,Financial status,"Relates to a person's financial status, assets, economic resources, or property ownership",Culture and Identity,CCP-FACET,"Financial status - Relates to a person's financial status, assets, economic resources, or property ownership"
87,finsup1,Support for the elderly,Requires provision of financial or material support to elderly persons,Rights and Duties/Social Rights,CCP-FACET,Support for the elderly - Requires provision of financial or material support to elderly persons
88,finsup2,Support for the unemployed,Requires provision of financial or material support to unemployed persons,Rights and Duties/Social Rights,CCP-FACET,Support for the unemployed - Requires provision of financial or material support to unemployed persons
89,finsup3,Support for the disabled,Requires provision of financial or material support to persons with disabilities,Rights and Duties/Social Rights,CCP-FACET,Support for the disabled - Requires provision of financial or material support to persons with disabilities
90,finsup4,Support for children,Requires provision of financial or material support to children,Rights and Duties/Social Rights,CCP-FACET,Support for children - Requires provision of financial or material support to children
91,flag,Flag,Describes the flag,Principles and Symbols/State Definition and Symbols,CCP-FACET,Flag - Describes the flag
92,fndfam,Found a family,Allows individuals to commit to one another and raise children together,Rights and Duties/Civil and Political Rights,CCP-FACET,Found a family - Allows individuals to commit to one another and raise children together
93,freecomp,Competitive marketplace,"Protects individuals from monopolies, price fixing, and other means of reducing competition in the marketplace",Rights and Duties/Economic Rights,CCP-FACET,"Competitive marketplace - Protects individuals from monopolies, price fixing, and other means of reducing competition in the marketplace"
94,freeelec,Electoral secret ballot,Requires electoral ballots to be secret such that the voter completes the ballot privately and the ballot cannot be connected to the voter,Elections/Electoral Rules and Regulations,CCP-FACET,Electoral secret ballot - Requires electoral ballots to be secret such that the voter completes the ballot privately and the ballot cannot be connected to the voter
95,freemove,Freedom of movement,Allows individuals to travel and reside anywhere within the country,Rights and Duties/Civil and Political Rights,CCP-FACET,Freedom of movement - Allows individuals to travel and reside anywhere within the country
96,freerel,Freedom of religion,"Allows individuals to hold religious beliefs, freely worship and practice those religious beliefs, change one's religion, or have no religion at all",Culture and Identity/Religion; Rights and Duties/Civil and Political Rights,CCP-FACET,"Freedom of religion - Allows individuals to hold religious beliefs, freely worship and practice those religious beliefs, change one's religion, or have no religion at all"
97,gender,Gender,"Relates to a person's gender, sex, or status as a woman, man, transgender woman, or transgender man",Culture and Identity,CCP-FACET,"Gender - Relates to a person's gender, sex, or status as a woman, man, transgender woman, or transgender man"
98,god,God or other deities,"Invocation of God, dieties, or the divine",Culture and Identity/Religion,CCP-FACET,"God or other deities - Invocation of God, dieties, or the divine"
99,govmed,State media,"May give the state control over all media outlets, allow the state to operate some media, or prohibit the state from operating media outlets",Regulation and Oversight/Media and Communications,CCP-FACET,"State media - May give the state control over all media outlets, allow the state to operate some media, or prohibit the state from operating media outlets"
100,habcorp,Unjustified restraint,"Protects individuals from unjustified restraint, arbitrary detention, and improper arrest; specifies habeas corpus requirement to bring the accused before a judge or court to consider the person's release unless lawful grounds are shown for the detention",Rights and Duties/Legal Procedural Rights,CCP-FACET,"Unjustified restraint - Protects individuals from unjustified restraint, arbitrary detention, and improper arrest; specifies habeas corpus requirement to bring the accused before a judge or court to consider the person's release unless lawful grounds are shown for the detention"
101,headforn,Foreign affairs representative,Representative for foreign affairs authoritized to speak abroad,International Law/Foreign Policy,CCP-FACET,Foreign affairs representative - Representative for foreign affairs authoritized to speak abroad
102,health,Health care,Provides health care to individuals,Rights and Duties/Social Rights,CCP-FACET,Health care - Provides health care to individuals
103,hog,Head of government,Creates the office of head of government or prime minister to lead executive departments,Executive/Executive Independence and Power; Executive/Head of Government,CCP-FACET,Head of government - Creates the office of head of government or prime minister to lead executive departments
104,hogdlim,Head of government removal limits,Protects the head of government or prime minister from removal after a failed attempt to remove the head of government,Executive/Executive Independence and Power; Executive/Head of Government,CCP-FACET,Head of government removal limits - Protects the head of government or prime minister from removal after a failed attempt to remove the head of government
105,hoglegr,Head of government legislative role,Requires or prohibits the head of government or prime minister to serve as a member of the legislature,Executive/Head of Government,CCP-FACET,Head of government legislative role - Requires or prohibits the head of government or prime minister to serve as a member of the legislature
106,hos,Head of state,"Creates the office of head of state, president, or monarch to serve as the highest representative of the state",Executive/Executive Independence and Power; Executive/Head of State,CCP-FACET,"Head of state - Creates the office of head of state, president, or monarch to serve as the highest representative of the state"
107,hosstaff,Head of state advisory bodies,"Establishes advisory bodies to advise the head of state, president, or monarch",Executive/Head of State,CCP-FACET,"Head of state advisory bodies - Establishes advisory bodies to advise the head of state, president, or monarch"
108,housenum,Legislature structure,Establishes the structure of the legislature as a unicameral body with one chamber or a bicameral body with two chambers,Legislature/Structure of the Legislature,CCP-FACET,Legislature structure - Establishes the structure of the legislature as a unicameral body with one chamber or a bicameral body with two chambers
109,hr,Human rights commission,Establishes an independent commission to investigate potential violations of human rights,Regulation and Oversight/Independent Agencies and Commissions; Rights and Duties/Enforcement,CCP-FACET,Human rights commission - Establishes an independent commission to investigate potential violations of human rights
110,illadmin,Ultra-vires administrative actions,Protects individuals from illegal administrative actions or use of excess power by administrative agencies,Judiciary/Administrative Courts; Judiciary/Judicial Review,CCP-FACET,Ultra-vires administrative actions - Protects individuals from illegal administrative actions or use of excess power by administrative agencies
111,illegal,Illegal activities,Grants an exemption from laws that apply to the rest of the population; allows exempt people to take part in activities that are illegal for the rest of the population,Rights and Duties/Citizen Duties,CCP-FACET,Illegal activities - Grants an exemption from laws that apply to the rest of the population; allows exempt people to take part in activities that are illegal for the rest of the population
112,imm,Immunity,Provides a government official with immunity from prosecution,Principles and Symbols,CCP-FACET,Immunity - Provides a government official with immunity from prosecution
113,inalrght,Inalienable,"Grants rights that are understood to be inalienable, unassailable, inviolable, or absolute",Rights and Duties/Enforcement,CCP-FACET,"Inalienable - Grants rights that are understood to be inalienable, unassailable, inviolable, or absolute"
114,ind,Indigenous groups,Relates to indigenous groups whose members are descended from the earliest inhabitants of a location,Culture and Identity,CCP-FACET,Indigenous groups - Relates to indigenous groups whose members are descended from the earliest inhabitants of a location
115,infoacc,Information,"Allows individuals to access information collected or held by the government, particularly information about oneself or of general public interest",Rights and Duties/Civil and Political Rights,CCP-FACET,"Information - Allows individuals to access information collected or held by the government, particularly information about oneself or of general public interest"
116,initiat,Legislative initiatives,Allows individuals to propose new legislative initiatives,Elections/Referenda and Initiatives,CCP-FACET,Legislative initiatives - Allows individuals to propose new legislative initiatives
117,interp,Constitutional interpretation,Establishes the bodies competent to interpret the constitution,Judiciary/Judicial Autonomy and Power; Judiciary/Judicial Review,CCP-FACET,Constitutional interpretation - Establishes the bodies competent to interpret the constitution
118,intlaw,International law,"Reference to international law, including treaties, agreements, norms, or other commitments",International Law/Explicit References to Int. Law,CCP-FACET,"International law - Reference to international law, including treaties, agreements, norms, or other commitments"
119,intorgs,International organizations,"Reference to international organizations, whether generally or with regard to specific international organizations such as the United Nations",International Law/Explicit References to Int. Law,CCP-FACET,"International organizations - Reference to international organizations, whether generally or with regard to specific international organizations such as the United Nations"
120,intprop,Intellectual property,"Allows individuals to protect and profit from their creative works, including copyrights, patents, and trademarks",Rights and Duties/Economic Rights,CCP-FACET,"Intellectual property - Allows individuals to protect and profit from their creative works, including copyrights, patents, and trademarks"
121,intrght,International human rights treaties,Reference to one or more specific international treaties or instruments concerning human rights,International Law/Explicit References to Int. Law; International Law/Treaties,CCP-FACET,International human rights treaties - Reference to one or more specific international treaties or instruments concerning human rights
122,invexe,Legislative oversight of the executive,Allows the legislature to oversee the executive to provide a check on the misuse or abuse of executive power and to ensure that executive agencies are enforcing the laws according to the intent of the legislature,Executive/Executive Independence and Power; Legislature/Legislative Rules and Restrictions,CCP-FACET,Legislative oversight of the executive - Allows the legislature to oversee the executive to provide a check on the misuse or abuse of executive power and to ensure that executive agencies are enforcing the laws according to the intent of the legislature
123,jc,Judicial council,"Establishes a judicial body to monitor, review, select, promote, or remove judges ",Judiciary/Structure of the Judiciary; Regulation and Oversight/Independent Agencies and Commissions,CCP-FACET,"Judicial council - Establishes a judicial body to monitor, review, select, promote, or remove judges "
124,jointrde,Trade union,Allows individuals to form and join trade unions or professional organizations,Rights and Duties/Social Rights,CCP-FACET,Trade union - Allows individuals to form and join trade unions or professional organizations
125,judcrts1,Administrative courts,Establishes administrative courts that adjudicate disputes about the administrative exercise of power,Judiciary/Administrative Courts; Judiciary/Structure of the Judiciary,CCP-FACET,Administrative courts - Establishes administrative courts that adjudicate disputes about the administrative exercise of power
126,judcrts2,Constitutional court,Establishes a constitutional court that interprets the constitution and rules on whether legislation aligns with the principles of the constitution,Judiciary/Constitutional Court; Judiciary/Structure of the Judiciary,CCP-FACET,Constitutional court - Establishes a constitutional court that interprets the constitution and rules on whether legislation aligns with the principles of the constitution
127,judcrts3,Amparo courts,Establishes courts of amparo that determine whether an individual's rights were infringed or violated,Judiciary/Structure of the Judiciary; Rights and Duties/Enforcement,CCP-FACET,Amparo courts - Establishes courts of amparo that determine whether an individual's rights were infringed or violated
128,judcrts4,Military courts,Establishes military courts that enforce military law and adjudicate charges against members of the military,Executive/Military; Judiciary/Structure of the Judiciary,CCP-FACET,Military courts - Establishes military courts that enforce military law and adjudicate charges against members of the military
129,judcrts5,Courts for judging public officials,Establishes courts that review the actions of public servants acting in their official capacity,Judiciary/Structure of the Judiciary,CCP-FACET,Courts for judging public officials - Establishes courts that review the actions of public servants acting in their official capacity
130,judcrts6,Tax courts,Establishes tax courts that adjudicate disputes between individuals or businesses and the state with regard to taxation,Judiciary/Structure of the Judiciary,CCP-FACET,Tax courts - Establishes tax courts that adjudicate disputes between individuals or businesses and the state with regard to taxation
131,judcrts7,Labor courts,Establishes labor courts that adjudicate disputes between individuals and trade unions or businesses,Judiciary/Structure of the Judiciary,CCP-FACET,Labor courts - Establishes labor courts that adjudicate disputes between individuals and trade unions or businesses
132,judcrts8,Religious courts,"Establishes religious courts that adjudicate matters arising in religious law, including ecclessiastical courts, Sharia courts, rabbinical courts, and Hindu courts; access may be limited on a confessional basis",Culture and Identity/Religion; Judiciary/Structure of the Judiciary,CCP-FACET,"Religious courts - Establishes religious courts that adjudicate matters arising in religious law, including ecclessiastical courts, Sharia courts, rabbinical courts, and Hindu courts; access may be limited on a confessional basis"
133,judind,Judicial independence,Guarantees that judges are autonomous and the judiciary is independent,Judiciary/Judicial Autonomy and Power,CCP-FACET,Judicial independence - Guarantees that judges are autonomous and the judiciary is independent
134,judprec,Judicial precedent,Requirees judges to consider or follow precedents set by rulings in higher courts,Judiciary/Judicial Autonomy and Power,CCP-FACET,Judicial precedent - Requirees judges to consider or follow precedents set by rulings in higher courts
135,jury,Jury,Requires a jury or body of people legally selected and sworn to adjudicate guilt in criminal trials,Rights and Duties/Legal Procedural Rights,CCP-FACET,Jury - Requires a jury or body of people legally selected and sworn to adjudicate guilt in criminal trials
136,juvenile,Juvenile privileges in criminal process,"Grants juveniles charged with crimes special protections in the criminal justice process, including special courts, different sentencing rules, or special detention centers",Rights and Duties/Legal Procedural Rights,CCP-FACET,"Juvenile privileges in criminal process - Grants juveniles charged with crimes special protections in the criminal justice process, including special courts, different sentencing rules, or special detention centers"
137,lang,Official languages,"Establishes official languages or national languages that are given special status, including endoglossic and exoglossic languages ",Culture and Identity/Language,CCP-FACET,"Official languages - Establishes official languages or national languages that are given special status, including endoglossic and exoglossic languages "
138,langprot,Language protection,"Allows individuals to use their native language, requires protection of different languages, or requires neutrality toward languages",Culture and Identity/Language,CCP-FACET,"Language protection - Allows individuals to use their native language, requires protection of different languages, or requires neutrality toward languages"
139,lead,Legislative leader,Official who presides over the legislature,Legislature,CCP-FACET,Legislative leader - Official who presides over the legislature
140,legapp,Legislation approval,Identifies which body has the power to approve or reject legislation after it has been passed by the legislature,Legislature/Legislation; Legislature/Legislative Independence and Power,CCP-FACET,Legislation approval - Identifies which body has the power to approve or reject legislation after it has been passed by the legislature
141,legdiss,Legislature dismissal,Establishes the grounds and competent bodies to dismiss the entire legislature,Legislature/Legislative Independence and Power; Legislature/Removal and Replacement,CCP-FACET,Legislature dismissal - Establishes the grounds and competent bodies to dismiss the entire legislature
142,legini,Legislation initiation,Specifies who has the power to propose new legislation,Legislature/Legislation,CCP-FACET,Legislation initiation - Specifies who has the power to propose new legislation
143,legjoint,Joint legislative session,Provides for the two chambers of a bicameral legislature to meet jointly as a body made up of both chambers or a special joint session,Legislature/Legislative Rules and Restrictions,CCP-FACET,Joint legislative session - Provides for the two chambers of a bicameral legislature to meet jointly as a body made up of both chambers or a special joint session
144,legsupr,Legislation supermajority,Requires a supermajority of a specified size like two-thirds or three-fifths of the legislature to pass legislation,Legislature/Legislation,CCP-FACET,Legislation supermajority - Requires a supermajority of a specified size like two-thirds or three-fifths of the legislature to pass legislation
145,leisure,Leisure,"Allows individuals to have leisure, including vacations, weekly holidays, or leaves with pay",Rights and Duties/Social Rights,CCP-FACET,"Leisure - Allows individuals to have leisure, including vacations, weekly holidays, or leaves with pay"
146,levjud,Judiciary structure,Establishes the basic organization of the judicial branch,Judiciary/Structure of the Judiciary,CCP-FACET,Judiciary structure - Establishes the basic organization of the judicial branch
147,lh,First chamber,Relates to the first or lower chamber of the legislature,Legislature/First Chamber,CCP-FACET,First chamber - Relates to the first or lower chamber of the legislature
148,libel,Reputation,Allows individuals to defend themselves against libel or slander,Rights and Duties/Civil and Political Rights,CCP-FACET,Reputation - Allows individuals to defend themselves against libel or slander
149,life,Life,Guarantees a right to life,Rights and Duties/Physical Integrity Rights,CCP-FACET,Life - Guarantees a right to life
150,marriage,Marriage,"Allows individuals to enter into a legally recognized, long-term commitment to one another",Rights and Duties/Civil and Political Rights,CCP-FACET,"Marriage - Allows individuals to enter into a legally recognized, long-term commitment to one another"
151,matequal,Matrimonial equality,Grants spouses the same rights in marriage and family law; promotes egalitarian relationships between spouses,"Rights and Duties/Equality, Gender, and Minority Rights",CCP-FACET,Matrimonial equality - Grants spouses the same rights in marriage and family law; promotes egalitarian relationships between spouses
152,medcom,Media commission,Establishes an independent commission to regulate mass media,Regulation and Oversight/Independent Agencies and Commissions; Regulation and Oversight/Media and Communications,CCP-FACET,Media commission - Establishes an independent commission to regulate mass media
153,milcom,Military commander,Relates to active-duty commanders in the military,Executive/Military,CCP-FACET,Military commander - Relates to active-duty commanders in the military
154,milrest,Military restrictions,Limitations on use of the military or actions of members of the military,Executive/Military,CCP-FACET,Military restrictions - Limitations on use of the military or actions of members of the military
155,milserv,Military service,Requires individuals to serve in the military for a specified period of time,Executive/Military; Rights and Duties/Citizen Duties,CCP-FACET,Military service - Requires individuals to serve in the military for a specified period of time
156,minage,Minimum age,Minimum age that an individual must have attained before assuming the office of a government official,Principles and Symbols,CCP-FACET,Minimum age - Minimum age that an individual must have attained before assuming the office of a government official
157,miranda,Self-incrimination,Allows an individual to refuse to answer questions during an interrogation or in court if the questions would tend to confirm the individual's guilt,Rights and Duties/Legal Procedural Rights,CCP-FACET,Self-incrimination - Allows an individual to refuse to answer questions during an interrogation or in court if the questions would tend to confirm the individual's guilt
158,motive,Motives for writing constitution,Frames the constitution in a particular context and history,Principles and Symbols/Basic Principles,CCP-FACET,Motives for writing constitution - Frames the constitution in a particular context and history
159,motto,Motto,Establishes the motto,Principles and Symbols/State Definition and Symbols,CCP-FACET,Motto - Establishes the motto
160,mun,Municipal government,"Establishes the structures and competencies of municipal, local, county, or district government",Federalism/Structure of the State,CCP-FACET,"Municipal government - Establishes the structures and competencies of municipal, local, county, or district government"
161,nat,Nationality,Status as a national or subject of a particular country,"Culture and Identity/Citizenship; Rights and Duties/Equality, Gender, and Minority Rights",CCP-FACET,Nationality - Status as a national or subject of a particular country
